Система нелінійних рівнянь:
  f₁(x₁,x₂) = x₁² + x₂² - 4 = 0
  f₂(x₁,x₂) = x₁·x₂ - 1 = 0

Цільова функція:
  Φ(x₁,x₂) = f₁² + f₂²

Параметри методу:
  X⁰ = (2.0, 1.0)
  ΔX = (0.1, 0.1)
  ε₁ = 1e-06
  ε₂ = 1e-06
  q = 2.0
  p = 2.0

ТРАЄКТОРІЯ СПУСКУ:
----------------------------------------------------------------------
№ кроку    x₁                   x₂                   Φ(X)                
8202       1.9318516526         0.5176380902         1.23e-32            
8203       1.9318516526         0.5176380902         1.23e-32            
8204       1.9318516526         0.5176380902         1.23e-32            
8205       1.9318516526         0.5176380902         1.23e-32            
8206       1.9318516526         0.5176380902         1.23e-32            
8207       1.9318516526         0.5176380902         1.23e-32            
8208       1.9318516526         0.5176380902         1.23e-32            
8209       1.9318516526         0.5176380902         1.23e-32            
8210       1.9318516526         0.5176380902         1.23e-32            
8211       1.9318516526         0.5176380902         1.23e-32            
8212       1.9318516526         0.5176380902         1.23e-32            
8213       1.9318516526         0.5176380902         1.23e-32            
8214       1.9318516526         0.5176380902         1.23e-32            
8215       1.9318516526         0.5176380902         1.23e-32            
8216       1.9318516526         0.5176380902         1.23e-32            
8217       1.9318516526         0.5176380902         1.23e-32            
8218       1.9318516526         0.5176380902         1.23e-32            
8219       1.9318516526         0.5176380902         1.23e-32            
8220       1.9318516526         0.5176380902         1.23e-32            
8221       1.9318516526         0.5176380902         1.23e-32            
8222       1.9318516526         0.5176380902         1.23e-32            
8223       1.9318516526         0.5176380902         1.23e-32            
8224       1.9318516526         0.5176380902         1.23e-32            
8225       1.9318516526         0.5176380902         1.23e-32            
8226       1.9318516526         0.5176380902         1.23e-32            
8227       1.9318516526         0.5176380902         1.23e-32            
8228       1.9318516526         0.5176380902         1.23e-32            
8229       1.9318516526         0.5176380902         1.23e-32            
8230       1.9318516526         0.5176380902         1.23e-32            
8231       1.9318516526         0.5176380902         1.23e-32            
8232       1.9318516526         0.5176380902         1.23e-32            
8233       1.9318516526         0.5176380902         1.23e-32            
8234       1.9318516526         0.5176380902         1.23e-32            
8235       1.9318516526         0.5176380902         1.23e-32            
8236       1.9318516526         0.5176380902         1.23e-32            
8237       1.9318516526         0.5176380902         1.23e-32            
8238       1.9318516526         0.5176380902         1.23e-32            
8239       1.9318516526         0.5176380902         1.23e-32            
8240       1.9318516526         0.5176380902         1.23e-32            
8241       1.9318516526         0.5176380902         1.23e-32            
8242       1.9318516526         0.5176380902         1.23e-32            
8243       1.9318516526         0.5176380902         1.23e-32            
8244       1.9318516526         0.5176380902         1.23e-32            
8245       1.9318516526         0.5176380902         1.23e-32            
8246       1.9318516526         0.5176380902         1.23e-32            
8247       1.9318516526         0.5176380902         1.23e-32            
8248       1.9318516526         0.5176380902         1.23e-32            
8249       1.9318516526         0.5176380902         1.23e-32            
8250       1.9318516526         0.5176380902         1.23e-32            
8251       1.9318516526         0.5176380902         1.23e-32            
8252       1.9318516526         0.5176380902         1.23e-32            
8253       1.9318516526         0.5176380902         1.23e-32            
8254       1.9318516526         0.5176380902         1.23e-32            
8255       1.9318516526         0.5176380902         1.23e-32            
8256       1.9318516526         0.5176380902         1.23e-32            
8257       1.9318516526         0.5176380902         1.23e-32            
8258       1.9318516526         0.5176380902         1.23e-32            
8259       1.9318516526         0.5176380902         1.23e-32            
8260       1.9318516526         0.5176380902         1.23e-32            
8261       1.9318516526         0.5176380902         1.23e-32            
8262       1.9318516526         0.5176380902         1.23e-32            
8263       1.9318516526         0.5176380902         1.23e-32            
8264       1.9318516526         0.5176380902         1.23e-32            
8265       1.9318516526         0.5176380902         1.23e-32            
8266       1.9318516526         0.5176380902         1.23e-32            
8267       1.9318516526         0.5176380902         1.23e-32            
8268       1.9318516526         0.5176380902         1.23e-32            
8269       1.9318516526         0.5176380902         1.23e-32            
8270       1.9318516526         0.5176380902         1.23e-32            
8271       1.9318516526         0.5176380902         1.23e-32            
8272       1.9318516526         0.5176380902         1.23e-32            
8273       1.9318516526         0.5176380902         1.23e-32            
8274       1.9318516526         0.5176380902         1.23e-32            
8275       1.9318516526         0.5176380902         1.23e-32            
8276       1.9318516526         0.5176380902         1.23e-32            
8277       1.9318516526         0.5176380902         1.23e-32            
8278       1.9318516526         0.5176380902         1.23e-32            
8279       1.9318516526         0.5176380902         1.23e-32            
8280       1.9318516526         0.5176380902         1.23e-32            
8281       1.9318516526         0.5176380902         1.23e-32            
8282       1.9318516526         0.5176380902         1.23e-32            
8283       1.9318516526         0.5176380902         1.23e-32            
8284       1.9318516526         0.5176380902         1.23e-32            
8285       1.9318516526         0.5176380902         1.23e-32            
8286       1.9318516526         0.5176380902         1.23e-32            
8287       1.9318516526         0.5176380902         1.23e-32            
8288       1.9318516526         0.5176380902         1.23e-32            
8289       1.9318516526         0.5176380902         1.23e-32            
8290       1.9318516526         0.5176380902         1.23e-32            
8291       1.9318516526         0.5176380902         1.23e-32            
8292       1.9318516526         0.5176380902         1.23e-32            
8293       1.9318516526         0.5176380902         1.23e-32            
8294       1.9318516526         0.5176380902         1.23e-32            
8295       1.9318516526         0.5176380902         1.23e-32            
8296       1.9318516526         0.5176380902         1.23e-32            
8297       1.9318516526         0.5176380902         1.23e-32            
8298       1.9318516526         0.5176380902         1.23e-32            
8299       1.9318516526         0.5176380902         1.23e-32            
8300       1.9318516526         0.5176380902         1.23e-32            
8301       1.9318516526         0.5176380902         1.23e-32            
8302       1.9318516526         0.5176380902         1.23e-32            
8303       1.9318516526         0.5176380902         1.23e-32            
8304       1.9318516526         0.5176380902         1.23e-32            
8305       1.9318516526         0.5176380902         1.23e-32            
8306       1.9318516526         0.5176380902         1.23e-32            
8307       1.9318516526         0.5176380902         1.23e-32            
8308       1.9318516526         0.5176380902         1.23e-32            
8309       1.9318516526         0.5176380902         1.23e-32            
8310       1.9318516526         0.5176380902         1.23e-32            
8311       1.9318516526         0.5176380902         1.23e-32            
8312       1.9318516526         0.5176380902         1.23e-32            
8313       1.9318516526         0.5176380902         1.23e-32            
8314       1.9318516526         0.5176380902         1.23e-32            
8315       1.9318516526         0.5176380902         1.23e-32            
8316       1.9318516526         0.5176380902         1.23e-32            
8317       1.9318516526         0.5176380902         1.23e-32            
8318       1.9318516526         0.5176380902         1.23e-32            
8319       1.9318516526         0.5176380902         1.23e-32            
8320       1.9318516526         0.5176380902         1.23e-32            
8321       1.9318516526         0.5176380902         1.23e-32            
8322       1.9318516526         0.5176380902         1.23e-32            
8323       1.9318516526         0.5176380902         1.23e-32            
8324       1.9318516526         0.5176380902         1.23e-32            
8325       1.9318516526         0.5176380902         1.23e-32            
8326       1.9318516526         0.5176380902         1.23e-32            
8327       1.9318516526         0.5176380902         1.23e-32            
8328       1.9318516526         0.5176380902         1.23e-32            
8329       1.9318516526         0.5176380902         1.23e-32            
8330       1.9318516526         0.5176380902         1.23e-32            
8331       1.9318516526         0.5176380902         1.23e-32            
8332       1.9318516526         0.5176380902         1.23e-32            
8333       1.9318516526         0.5176380902         1.23e-32            
8334       1.9318516526         0.5176380902         1.23e-32            
8335       1.9318516526         0.5176380902         1.23e-32            
8336       1.9318516526         0.5176380902         1.23e-32            
8337       1.9318516526         0.5176380902         1.23e-32            
8338       1.9318516526         0.5176380902         1.23e-32            
8339       1.9318516526         0.5176380902         1.23e-32            
8340       1.9318516526         0.5176380902         1.23e-32            
8341       1.9318516526         0.5176380902         1.23e-32            
8342       1.9318516526         0.5176380902         1.23e-32            
8343       1.9318516526         0.5176380902         1.23e-32            
8344       1.9318516526         0.5176380902         1.23e-32            
8345       1.9318516526         0.5176380902         1.23e-32            
8346       1.9318516526         0.5176380902         1.23e-32            
8347       1.9318516526         0.5176380902         1.23e-32            
8348       1.9318516526         0.5176380902         1.23e-32            
8349       1.9318516526         0.5176380902         1.23e-32            
8350       1.9318516526         0.5176380902         1.23e-32            
8351       1.9318516526         0.5176380902         1.23e-32            
8352       1.9318516526         0.5176380902         1.23e-32            
8353       1.9318516526         0.5176380902         1.23e-32            
8354       1.9318516526         0.5176380902         1.23e-32            
8355       1.9318516526         0.5176380902         1.23e-32            
8356       1.9318516526         0.5176380902         1.23e-32            
8357       1.9318516526         0.5176380902         1.23e-32            
8358       1.9318516526         0.5176380902         1.23e-32            
8359       1.9318516526         0.5176380902         1.23e-32            
8360       1.9318516526         0.5176380902         1.23e-32            
8361       1.9318516526         0.5176380902         1.23e-32            
8362       1.9318516526         0.5176380902         1.23e-32            
8363       1.9318516526         0.5176380902         1.23e-32            
8364       1.9318516526         0.5176380902         1.23e-32            
8365       1.9318516526         0.5176380902         1.23e-32            
8366       1.9318516526         0.5176380902         1.23e-32            
8367       1.9318516526         0.5176380902         1.23e-32            
8368       1.9318516526         0.5176380902         1.23e-32            
8369       1.9318516526         0.5176380902         1.23e-32            
8370       1.9318516526         0.5176380902         1.23e-32            
8371       1.9318516526         0.5176380902         1.23e-32            
8372       1.9318516526         0.5176380902         1.23e-32            
8373       1.9318516526         0.5176380902         1.23e-32            
8374       1.9318516526         0.5176380902         1.23e-32            
8375       1.9318516526         0.5176380902         1.23e-32            
8376       1.9318516526         0.5176380902         1.23e-32            
8377       1.9318516526         0.5176380902         1.23e-32            
8378       1.9318516526         0.5176380902         1.23e-32            
8379       1.9318516526         0.5176380902         1.23e-32            
8380       1.9318516526         0.5176380902         1.23e-32            
8381       1.9318516526         0.5176380902         1.23e-32            
8382       1.9318516526         0.5176380902         1.23e-32            
8383       1.9318516526         0.5176380902         1.23e-32            
8384       1.9318516526         0.5176380902         1.23e-32            
8385       1.9318516526         0.5176380902         1.23e-32            
8386       1.9318516526         0.5176380902         1.23e-32            
8387       1.9318516526         0.5176380902         1.23e-32            
8388       1.9318516526         0.5176380902         1.23e-32            
8389       1.9318516526         0.5176380902         1.23e-32            
8390       1.9318516526         0.5176380902         1.23e-32            
8391       1.9318516526         0.5176380902         1.23e-32            
8392       1.9318516526         0.5176380902         1.23e-32            
8393       1.9318516526         0.5176380902         1.23e-32            
8394       1.9318516526         0.5176380902         1.23e-32            
8395       1.9318516526         0.5176380902         1.23e-32            
8396       1.9318516526         0.5176380902         1.23e-32            
8397       1.9318516526         0.5176380902         1.23e-32            
8398       1.9318516526         0.5176380902         1.23e-32            
8399       1.9318516526         0.5176380902         1.23e-32            
8400       1.9318516526         0.5176380902         1.23e-32            
8401       1.9318516526         0.5176380902         1.23e-32            
8402       1.9318516526         0.5176380902         1.23e-32            
8403       1.9318516526         0.5176380902         1.23e-32            
8404       1.9318516526         0.5176380902         1.23e-32            
8405       1.9318516526         0.5176380902         1.23e-32            
8406       1.9318516526         0.5176380902         1.23e-32            
8407       1.9318516526         0.5176380902         1.23e-32            
8408       1.9318516526         0.5176380902         1.23e-32            
8409       1.9318516526         0.5176380902         1.23e-32            
8410       1.9318516526         0.5176380902         1.23e-32            
8411       1.9318516526         0.5176380902         1.23e-32            
8412       1.9318516526         0.5176380902         1.23e-32            
8413       1.9318516526         0.5176380902         1.23e-32            
8414       1.9318516526         0.5176380902         1.23e-32            
8415       1.9318516526         0.5176380902         1.23e-32            
8416       1.9318516526         0.5176380902         1.23e-32            
8417       1.9318516526         0.5176380902         1.23e-32            
8418       1.9318516526         0.5176380902         1.23e-32            
8419       1.9318516526         0.5176380902         1.23e-32            
8420       1.9318516526         0.5176380902         1.23e-32            
8421       1.9318516526         0.5176380902         1.23e-32            
8422       1.9318516526         0.5176380902         1.23e-32            
8423       1.9318516526         0.5176380902         1.23e-32            
8424       1.9318516526         0.5176380902         1.23e-32            
8425       1.9318516526         0.5176380902         1.23e-32            
8426       1.9318516526         0.5176380902         1.23e-32            
8427       1.9318516526         0.5176380902         1.23e-32            
8428       1.9318516526         0.5176380902         1.23e-32            
8429       1.9318516526         0.5176380902         1.23e-32            
8430       1.9318516526         0.5176380902         1.23e-32            
8431       1.9318516526         0.5176380902         1.23e-32            
8432       1.9318516526         0.5176380902         1.23e-32            
8433       1.9318516526         0.5176380902         1.23e-32            
8434       1.9318516526         0.5176380902         1.23e-32            
8435       1.9318516526         0.5176380902         1.23e-32            
8436       1.9318516526         0.5176380902         1.23e-32            
8437       1.9318516526         0.5176380902         1.23e-32            
8438       1.9318516526         0.5176380902         1.23e-32            
8439       1.9318516526         0.5176380902         1.23e-32            
8440       1.9318516526         0.5176380902         1.23e-32            
8441       1.9318516526         0.5176380902         1.23e-32            
8442       1.9318516526         0.5176380902         1.23e-32            
8443       1.9318516526         0.5176380902         1.23e-32            
8444       1.9318516526         0.5176380902         1.23e-32            
8445       1.9318516526         0.5176380902         1.23e-32            
8446       1.9318516526         0.5176380902         1.23e-32            
8447       1.9318516526         0.5176380902         1.23e-32            
8448       1.9318516526         0.5176380902         1.23e-32            
8449       1.9318516526         0.5176380902         1.23e-32            
8450       1.9318516526         0.5176380902         1.23e-32            
8451       1.9318516526         0.5176380902         1.23e-32            
8452       1.9318516526         0.5176380902         1.23e-32            
8453       1.9318516526         0.5176380902         1.23e-32            
8454       1.9318516526         0.5176380902         1.23e-32            
8455       1.9318516526         0.5176380902         1.23e-32            
8456       1.9318516526         0.5176380902         1.23e-32            
8457       1.9318516526         0.5176380902         1.23e-32            
8458       1.9318516526         0.5176380902         1.23e-32            
8459       1.9318516526         0.5176380902         1.23e-32            
8460       1.9318516526         0.5176380902         1.23e-32            
8461       1.9318516526         0.5176380902         1.23e-32            
8462       1.9318516526         0.5176380902         1.23e-32            
8463       1.9318516526         0.5176380902         1.23e-32            
8464       1.9318516526         0.5176380902         1.23e-32            
8465       1.9318516526         0.5176380902         1.23e-32            
8466       1.9318516526         0.5176380902         1.23e-32            
8467       1.9318516526         0.5176380902         1.23e-32            
8468       1.9318516526         0.5176380902         1.23e-32            
8469       1.9318516526         0.5176380902         1.23e-32            
8470       1.9318516526         0.5176380902         1.23e-32            
8471       1.9318516526         0.5176380902         1.23e-32            
8472       1.9318516526         0.5176380902         1.23e-32            
8473       1.9318516526         0.5176380902         1.23e-32            
8474       1.9318516526         0.5176380902         1.23e-32            
8475       1.9318516526         0.5176380902         1.23e-32            
8476       1.9318516526         0.5176380902         1.23e-32            
8477       1.9318516526         0.5176380902         1.23e-32            
8478       1.9318516526         0.5176380902         1.23e-32            
8479       1.9318516526         0.5176380902         1.23e-32            
8480       1.9318516526         0.5176380902         1.23e-32            
8481       1.9318516526         0.5176380902         1.23e-32            
8482       1.9318516526         0.5176380902         1.23e-32            
8483       1.9318516526         0.5176380902         1.23e-32            
8484       1.9318516526         0.5176380902         1.23e-32            
8485       1.9318516526         0.5176380902         1.23e-32            
8486       1.9318516526         0.5176380902         1.23e-32            
8487       1.9318516526         0.5176380902         1.23e-32            
8488       1.9318516526         0.5176380902         1.23e-32            
8489       1.9318516526         0.5176380902         1.23e-32            
8490       1.9318516526         0.5176380902         1.23e-32            
8491       1.9318516526         0.5176380902         1.23e-32            
8492       1.9318516526         0.5176380902         1.23e-32            
8493       1.9318516526         0.5176380902         1.23e-32            
8494       1.9318516526         0.5176380902         1.23e-32            
8495       1.9318516526         0.5176380902         1.23e-32            
8496       1.9318516526         0.5176380902         1.23e-32            
8497       1.9318516526         0.5176380902         1.23e-32            
8498       1.9318516526         0.5176380902         1.23e-32            
8499       1.9318516526         0.5176380902         1.23e-32            
8500       1.9318516526         0.5176380902         1.23e-32            
8501       1.9318516526         0.5176380902         1.23e-32            
8502       1.9318516526         0.5176380902         1.23e-32            
8503       1.9318516526         0.5176380902         1.23e-32            
8504       1.9318516526         0.5176380902         1.23e-32            
8505       1.9318516526         0.5176380902         1.23e-32            
8506       1.9318516526         0.5176380902         1.23e-32            
8507       1.9318516526         0.5176380902         1.23e-32            
8508       1.9318516526         0.5176380902         1.23e-32            
8509       1.9318516526         0.5176380902         1.23e-32            
8510       1.9318516526         0.5176380902         1.23e-32            
8511       1.9318516526         0.5176380902         1.23e-32            
8512       1.9318516526         0.5176380902         1.23e-32            
8513       1.9318516526         0.5176380902         1.23e-32            
8514       1.9318516526         0.5176380902         1.23e-32            
8515       1.9318516526         0.5176380902         1.23e-32            
8516       1.9318516526         0.5176380902         1.23e-32            
8517       1.9318516526         0.5176380902         1.23e-32            
8518       1.9318516526         0.5176380902         1.23e-32            
8519       1.9318516526         0.5176380902         1.23e-32            
8520       1.9318516526         0.5176380902         1.23e-32            
8521       1.9318516526         0.5176380902         1.23e-32            
8522       1.9318516526         0.5176380902         1.23e-32            
8523       1.9318516526         0.5176380902         1.23e-32            
8524       1.9318516526         0.5176380902         1.23e-32            
8525       1.9318516526         0.5176380902         1.23e-32            
8526       1.9318516526         0.5176380902         1.23e-32            
8527       1.9318516526         0.5176380902         1.23e-32            
8528       1.9318516526         0.5176380902         1.23e-32            
8529       1.9318516526         0.5176380902         1.23e-32            
8530       1.9318516526         0.5176380902         1.23e-32            
8531       1.9318516526         0.5176380902         1.23e-32            
8532       1.9318516526         0.5176380902         1.23e-32            
8533       1.9318516526         0.5176380902         1.23e-32            
8534       1.9318516526         0.5176380902         1.23e-32            
8535       1.9318516526         0.5176380902         1.23e-32            
8536       1.9318516526         0.5176380902         1.23e-32            
8537       1.9318516526         0.5176380902         1.23e-32            
8538       1.9318516526         0.5176380902         1.23e-32            
8539       1.9318516526         0.5176380902         1.23e-32            
8540       1.9318516526         0.5176380902         1.23e-32            
8541       1.9318516526         0.5176380902         1.23e-32            
8542       1.9318516526         0.5176380902         1.23e-32            
8543       1.9318516526         0.5176380902         1.23e-32            
8544       1.9318516526         0.5176380902         1.23e-32            
8545       1.9318516526         0.5176380902         1.23e-32            
8546       1.9318516526         0.5176380902         1.23e-32            
8547       1.9318516526         0.5176380902         1.23e-32            
8548       1.9318516526         0.5176380902         1.23e-32            
8549       1.9318516526         0.5176380902         1.23e-32            
8550       1.9318516526         0.5176380902         1.23e-32            
8551       1.9318516526         0.5176380902         1.23e-32            
8552       1.9318516526         0.5176380902         1.23e-32            
8553       1.9318516526         0.5176380902         1.23e-32            
8554       1.9318516526         0.5176380902         1.23e-32            
8555       1.9318516526         0.5176380902         1.23e-32            
8556       1.9318516526         0.5176380902         1.23e-32            
8557       1.9318516526         0.5176380902         1.23e-32            
8558       1.9318516526         0.5176380902         1.23e-32            
8559       1.9318516526         0.5176380902         1.23e-32            
8560       1.9318516526         0.5176380902         1.23e-32            
8561       1.9318516526         0.5176380902         1.23e-32            
8562       1.9318516526         0.5176380902         1.23e-32            
8563       1.9318516526         0.5176380902         1.23e-32            
8564       1.9318516526         0.5176380902         1.23e-32            
8565       1.9318516526         0.5176380902         1.23e-32            
8566       1.9318516526         0.5176380902         1.23e-32            
8567       1.9318516526         0.5176380902         1.23e-32            
8568       1.9318516526         0.5176380902         1.23e-32            
8569       1.9318516526         0.5176380902         1.23e-32            
8570       1.9318516526         0.5176380902         1.23e-32            
8571       1.9318516526         0.5176380902         1.23e-32            
8572       1.9318516526         0.5176380902         1.23e-32            
8573       1.9318516526         0.5176380902         1.23e-32            
8574       1.9318516526         0.5176380902         1.23e-32            
8575       1.9318516526         0.5176380902         1.23e-32            
8576       1.9318516526         0.5176380902         1.23e-32            
8577       1.9318516526         0.5176380902         1.23e-32            
8578       1.9318516526         0.5176380902         1.23e-32            
8579       1.9318516526         0.5176380902         1.23e-32            
8580       1.9318516526         0.5176380902         1.23e-32            
8581       1.9318516526         0.5176380902         1.23e-32            
8582       1.9318516526         0.5176380902         1.23e-32            
8583       1.9318516526         0.5176380902         1.23e-32            
8584       1.9318516526         0.5176380902         1.23e-32            
8585       1.9318516526         0.5176380902         1.23e-32            
8586       1.9318516526         0.5176380902         1.23e-32            
8587       1.9318516526         0.5176380902         1.23e-32            
8588       1.9318516526         0.5176380902         1.23e-32            
8589       1.9318516526         0.5176380902         1.23e-32            
8590       1.9318516526         0.5176380902         1.23e-32            
8591       1.9318516526         0.5176380902         1.23e-32            
8592       1.9318516526         0.5176380902         1.23e-32            
8593       1.9318516526         0.5176380902         1.23e-32            
8594       1.9318516526         0.5176380902         1.23e-32            
8595       1.9318516526         0.5176380902         1.23e-32            
8596       1.9318516526         0.5176380902         1.23e-32            
8597       1.9318516526         0.5176380902         1.23e-32            
8598       1.9318516526         0.5176380902         1.23e-32            
8599       1.9318516526         0.5176380902         1.23e-32            
8600       1.9318516526         0.5176380902         1.23e-32            
8601       1.9318516526         0.5176380902         1.23e-32            
8602       1.9318516526         0.5176380902         1.23e-32            
8603       1.9318516526         0.5176380902         1.23e-32            
8604       1.9318516526         0.5176380902         1.23e-32            
8605       1.9318516526         0.5176380902         1.23e-32            
8606       1.9318516526         0.5176380902         1.23e-32            
8607       1.9318516526         0.5176380902         1.23e-32            
8608       1.9318516526         0.5176380902         1.23e-32            
8609       1.9318516526         0.5176380902         1.23e-32            
8610       1.9318516526         0.5176380902         1.23e-32            
8611       1.9318516526         0.5176380902         1.23e-32            
8612       1.9318516526         0.5176380902         1.23e-32            
8613       1.9318516526         0.5176380902         1.23e-32            
8614       1.9318516526         0.5176380902         1.23e-32            
8615       1.9318516526         0.5176380902         1.23e-32            
8616       1.9318516526         0.5176380902         1.23e-32            
8617       1.9318516526         0.5176380902         1.23e-32            
8618       1.9318516526         0.5176380902         1.23e-32            
8619       1.9318516526         0.5176380902         1.23e-32            
8620       1.9318516526         0.5176380902         1.23e-32            
8621       1.9318516526         0.5176380902         1.23e-32            
8622       1.9318516526         0.5176380902         1.23e-32            
8623       1.9318516526         0.5176380902         1.23e-32            
8624       1.9318516526         0.5176380902         1.23e-32            
8625       1.9318516526         0.5176380902         1.23e-32            
8626       1.9318516526         0.5176380902         1.23e-32            
8627       1.9318516526         0.5176380902         1.23e-32            
8628       1.9318516526         0.5176380902         1.23e-32            
8629       1.9318516526         0.5176380902         1.23e-32            
8630       1.9318516526         0.5176380902         1.23e-32            
8631       1.9318516526         0.5176380902         1.23e-32            
8632       1.9318516526         0.5176380902         1.23e-32            
8633       1.9318516526         0.5176380902         1.23e-32            
8634       1.9318516526         0.5176380902         1.23e-32            
8635       1.9318516526         0.5176380902         1.23e-32            
8636       1.9318516526         0.5176380902         1.23e-32            
8637       1.9318516526         0.5176380902         1.23e-32            
8638       1.9318516526         0.5176380902         1.23e-32            
8639       1.9318516526         0.5176380902         1.23e-32            
8640       1.9318516526         0.5176380902         1.23e-32            
8641       1.9318516526         0.5176380902         1.23e-32            
8642       1.9318516526         0.5176380902         1.23e-32            
8643       1.9318516526         0.5176380902         1.23e-32            
8644       1.9318516526         0.5176380902         1.23e-32            
8645       1.9318516526         0.5176380902         1.23e-32            
8646       1.9318516526         0.5176380902         1.23e-32            
8647       1.9318516526         0.5176380902         1.23e-32            
8648       1.9318516526         0.5176380902         1.23e-32            
8649       1.9318516526         0.5176380902         1.23e-32            
8650       1.9318516526         0.5176380902         1.23e-32            
8651       1.9318516526         0.5176380902         1.23e-32            
8652       1.9318516526         0.5176380902         1.23e-32            
8653       1.9318516526         0.5176380902         1.23e-32            
8654       1.9318516526         0.5176380902         1.23e-32            
8655       1.9318516526         0.5176380902         1.23e-32            
8656       1.9318516526         0.5176380902         1.23e-32            
8657       1.9318516526         0.5176380902         1.23e-32            
8658       1.9318516526         0.5176380902         1.23e-32            
8659       1.9318516526         0.5176380902         1.23e-32            
8660       1.9318516526         0.5176380902         1.23e-32            
8661       1.9318516526         0.5176380902         1.23e-32            
8662       1.9318516526         0.5176380902         1.23e-32            
8663       1.9318516526         0.5176380902         1.23e-32            
8664       1.9318516526         0.5176380902         1.23e-32            
8665       1.9318516526         0.5176380902         1.23e-32            
8666       1.9318516526         0.5176380902         1.23e-32            
8667       1.9318516526         0.5176380902         1.23e-32            
8668       1.9318516526         0.5176380902         1.23e-32            
8669       1.9318516526         0.5176380902         1.23e-32            
8670       1.9318516526         0.5176380902         1.23e-32            
8671       1.9318516526         0.5176380902         1.23e-32            
8672       1.9318516526         0.5176380902         1.23e-32            
8673       1.9318516526         0.5176380902         1.23e-32            
8674       1.9318516526         0.5176380902         1.23e-32            
8675       1.9318516526         0.5176380902         1.23e-32            
8676       1.9318516526         0.5176380902         1.23e-32            
8677       1.9318516526         0.5176380902         1.23e-32            
8678       1.9318516526         0.5176380902         1.23e-32            
8679       1.9318516526         0.5176380902         1.23e-32            
8680       1.9318516526         0.5176380902         1.23e-32            
8681       1.9318516526         0.5176380902         1.23e-32            
8682       1.9318516526         0.5176380902         1.23e-32            
8683       1.9318516526         0.5176380902         1.23e-32            
8684       1.9318516526         0.5176380902         1.23e-32            
8685       1.9318516526         0.5176380902         1.23e-32            
8686       1.9318516526         0.5176380902         1.23e-32            
8687       1.9318516526         0.5176380902         1.23e-32            
8688       1.9318516526         0.5176380902         1.23e-32            
8689       1.9318516526         0.5176380902         1.23e-32            
8690       1.9318516526         0.5176380902         1.23e-32            
8691       1.9318516526         0.5176380902         1.23e-32            
8692       1.9318516526         0.5176380902         1.23e-32            
8693       1.9318516526         0.5176380902         1.23e-32            
8694       1.9318516526         0.5176380902         1.23e-32            
8695       1.9318516526         0.5176380902         1.23e-32            
8696       1.9318516526         0.5176380902         1.23e-32            
8697       1.9318516526         0.5176380902         1.23e-32            
8698       1.9318516526         0.5176380902         1.23e-32            
8699       1.9318516526         0.5176380902         1.23e-32            
8700       1.9318516526         0.5176380902         1.23e-32            
8701       1.9318516526         0.5176380902         1.23e-32            
8702       1.9318516526         0.5176380902         1.23e-32            
8703       1.9318516526         0.5176380902         1.23e-32            
8704       1.9318516526         0.5176380902         1.23e-32            
8705       1.9318516526         0.5176380902         1.23e-32            
8706       1.9318516526         0.5176380902         1.23e-32            
8707       1.9318516526         0.5176380902         1.23e-32            
8708       1.9318516526         0.5176380902         1.23e-32            
8709       1.9318516526         0.5176380902         1.23e-32            
8710       1.9318516526         0.5176380902         1.23e-32            
8711       1.9318516526         0.5176380902         1.23e-32            
8712       1.9318516526         0.5176380902         1.23e-32            
8713       1.9318516526         0.5176380902         1.23e-32            
8714       1.9318516526         0.5176380902         1.23e-32            
8715       1.9318516526         0.5176380902         1.23e-32            
8716       1.9318516526         0.5176380902         1.23e-32            
8717       1.9318516526         0.5176380902         1.23e-32            
8718       1.9318516526         0.5176380902         1.23e-32            
8719       1.9318516526         0.5176380902         1.23e-32            
8720       1.9318516526         0.5176380902         1.23e-32            
8721       1.9318516526         0.5176380902         1.23e-32            
8722       1.9318516526         0.5176380902         1.23e-32            
8723       1.9318516526         0.5176380902         1.23e-32            
8724       1.9318516526         0.5176380902         1.23e-32            
8725       1.9318516526         0.5176380902         1.23e-32            
8726       1.9318516526         0.5176380902         1.23e-32            
8727       1.9318516526         0.5176380902         1.23e-32            
8728       1.9318516526         0.5176380902         1.23e-32            
8729       1.9318516526         0.5176380902         1.23e-32            
8730       1.9318516526         0.5176380902         1.23e-32            
8731       1.9318516526         0.5176380902         1.23e-32            
8732       1.9318516526         0.5176380902         1.23e-32            
8733       1.9318516526         0.5176380902         1.23e-32            
8734       1.9318516526         0.5176380902         1.23e-32            
8735       1.9318516526         0.5176380902         1.23e-32            
8736       1.9318516526         0.5176380902         1.23e-32            
8737       1.9318516526         0.5176380902         1.23e-32            
8738       1.9318516526         0.5176380902         1.23e-32            
8739       1.9318516526         0.5176380902         1.23e-32            
8740       1.9318516526         0.5176380902         1.23e-32            
8741       1.9318516526         0.5176380902         1.23e-32            
8742       1.9318516526         0.5176380902         1.23e-32            
8743       1.9318516526         0.5176380902         1.23e-32            
8744       1.9318516526         0.5176380902         1.23e-32            
8745       1.9318516526         0.5176380902         1.23e-32            
8746       1.9318516526         0.5176380902         1.23e-32            
8747       1.9318516526         0.5176380902         1.23e-32            
8748       1.9318516526         0.5176380902         1.23e-32            
8749       1.9318516526         0.5176380902         1.23e-32            
8750       1.9318516526         0.5176380902         1.23e-32            
