Система нелінійних рівнянь:
  f₁(x₁,x₂) = x₁² + x₂² - 4 = 0
  f₂(x₁,x₂) = x₁·x₂ - 1 = 0

Цільова функція:
  Φ(x₁,x₂) = f₁² + f₂²

Параметри методу:
  X⁰ = (2.0, 1.0)
  ΔX = (0.1, 0.1)
  ε₁ = 1e-06
  ε₂ = 1e-06
  q = 2.0
  p = 2.0

ТРАЄКТОРІЯ СПУСКУ:
----------------------------------------------------------------------
№ кроку    x₁                   x₂                   Φ(X)                
843        1.9318516526         0.5176380902         1.23e-32            
844        1.9318516526         0.5176380902         1.23e-32            
845        1.9318516526         0.5176380902         1.23e-32            
846        1.9318516526         0.5176380902         1.23e-32            
847        1.9318516526         0.5176380902         1.23e-32            
848        1.9318516526         0.5176380902         1.23e-32            
849        1.9318516526         0.5176380902         1.23e-32            
850        1.9318516526         0.5176380902         1.23e-32            
851        1.9318516526         0.5176380902         1.23e-32            
852        1.9318516526         0.5176380902         1.23e-32            
853        1.9318516526         0.5176380902         1.23e-32            
854        1.9318516526         0.5176380902         1.23e-32            
855        1.9318516526         0.5176380902         1.23e-32            
856        1.9318516526         0.5176380902         1.23e-32            
857        1.9318516526         0.5176380902         1.23e-32            
858        1.9318516526         0.5176380902         1.23e-32            
859        1.9318516526         0.5176380902         1.23e-32            
860        1.9318516526         0.5176380902         1.23e-32            
861        1.9318516526         0.5176380902         1.23e-32            
862        1.9318516526         0.5176380902         1.23e-32            
863        1.9318516526         0.5176380902         1.23e-32            
864        1.9318516526         0.5176380902         1.23e-32            
865        1.9318516526         0.5176380902         1.23e-32            
866        1.9318516526         0.5176380902         1.23e-32            
867        1.9318516526         0.5176380902         1.23e-32            
868        1.9318516526         0.5176380902         1.23e-32            
869        1.9318516526         0.5176380902         1.23e-32            
870        1.9318516526         0.5176380902         1.23e-32            
871        1.9318516526         0.5176380902         1.23e-32            
872        1.9318516526         0.5176380902         1.23e-32            
873        1.9318516526         0.5176380902         1.23e-32            
874        1.9318516526         0.5176380902         1.23e-32            
875        1.9318516526         0.5176380902         1.23e-32            
876        1.9318516526         0.5176380902         1.23e-32            
877        1.9318516526         0.5176380902         1.23e-32            
878        1.9318516526         0.5176380902         1.23e-32            
879        1.9318516526         0.5176380902         1.23e-32            
880        1.9318516526         0.5176380902         1.23e-32            
881        1.9318516526         0.5176380902         1.23e-32            
882        1.9318516526         0.5176380902         1.23e-32            
883        1.9318516526         0.5176380902         1.23e-32            
884        1.9318516526         0.5176380902         1.23e-32            
885        1.9318516526         0.5176380902         1.23e-32            
886        1.9318516526         0.5176380902         1.23e-32            
887        1.9318516526         0.5176380902         1.23e-32            
888        1.9318516526         0.5176380902         1.23e-32            
889        1.9318516526         0.5176380902         1.23e-32            
890        1.9318516526         0.5176380902         1.23e-32            
891        1.9318516526         0.5176380902         1.23e-32            
892        1.9318516526         0.5176380902         1.23e-32            
893        1.9318516526         0.5176380902         1.23e-32            
894        1.9318516526         0.5176380902         1.23e-32            
895        1.9318516526         0.5176380902         1.23e-32            
896        1.9318516526         0.5176380902         1.23e-32            
897        1.9318516526         0.5176380902         1.23e-32            
898        1.9318516526         0.5176380902         1.23e-32            
899        1.9318516526         0.5176380902         1.23e-32            
900        1.9318516526         0.5176380902         1.23e-32            
901        1.9318516526         0.5176380902         1.23e-32            
902        1.9318516526         0.5176380902         1.23e-32            
903        1.9318516526         0.5176380902         1.23e-32            
904        1.9318516526         0.5176380902         1.23e-32            
905        1.9318516526         0.5176380902         1.23e-32            
906        1.9318516526         0.5176380902         1.23e-32            
907        1.9318516526         0.5176380902         1.23e-32            
908        1.9318516526         0.5176380902         1.23e-32            
909        1.9318516526         0.5176380902         1.23e-32            
910        1.9318516526         0.5176380902         1.23e-32            
911        1.9318516526         0.5176380902         1.23e-32            
912        1.9318516526         0.5176380902         1.23e-32            
913        1.9318516526         0.5176380902         1.23e-32            
914        1.9318516526         0.5176380902         1.23e-32            
915        1.9318516526         0.5176380902         1.23e-32            
916        1.9318516526         0.5176380902         1.23e-32            
917        1.9318516526         0.5176380902         1.23e-32            
918        1.9318516526         0.5176380902         1.23e-32            
919        1.9318516526         0.5176380902         1.23e-32            
920        1.9318516526         0.5176380902         1.23e-32            
921        1.9318516526         0.5176380902         1.23e-32            
922        1.9318516526         0.5176380902         1.23e-32            
923        1.9318516526         0.5176380902         1.23e-32            
924        1.9318516526         0.5176380902         1.23e-32            
925        1.9318516526         0.5176380902         1.23e-32            
926        1.9318516526         0.5176380902         1.23e-32            
927        1.9318516526         0.5176380902         1.23e-32            
928        1.9318516526         0.5176380902         1.23e-32            
929        1.9318516526         0.5176380902         1.23e-32            
930        1.9318516526         0.5176380902         1.23e-32            
931        1.9318516526         0.5176380902         1.23e-32            
932        1.9318516526         0.5176380902         1.23e-32            
933        1.9318516526         0.5176380902         1.23e-32            
934        1.9318516526         0.5176380902         1.23e-32            
935        1.9318516526         0.5176380902         1.23e-32            
936        1.9318516526         0.5176380902         1.23e-32            
937        1.9318516526         0.5176380902         1.23e-32            
938        1.9318516526         0.5176380902         1.23e-32            
939        1.9318516526         0.5176380902         1.23e-32            
940        1.9318516526         0.5176380902         1.23e-32            
941        1.9318516526         0.5176380902         1.23e-32            
942        1.9318516526         0.5176380902         1.23e-32            
943        1.9318516526         0.5176380902         1.23e-32            
944        1.9318516526         0.5176380902         1.23e-32            
945        1.9318516526         0.5176380902         1.23e-32            
946        1.9318516526         0.5176380902         1.23e-32            
947        1.9318516526         0.5176380902         1.23e-32            
948        1.9318516526         0.5176380902         1.23e-32            
949        1.9318516526         0.5176380902         1.23e-32            
950        1.9318516526         0.5176380902         1.23e-32            
951        1.9318516526         0.5176380902         1.23e-32            
952        1.9318516526         0.5176380902         1.23e-32            
953        1.9318516526         0.5176380902         1.23e-32            
954        1.9318516526         0.5176380902         1.23e-32            
955        1.9318516526         0.5176380902         1.23e-32            
956        1.9318516526         0.5176380902         1.23e-32            
957        1.9318516526         0.5176380902         1.23e-32            
958        1.9318516526         0.5176380902         1.23e-32            
959        1.9318516526         0.5176380902         1.23e-32            
960        1.9318516526         0.5176380902         1.23e-32            
961        1.9318516526         0.5176380902         1.23e-32            
962        1.9318516526         0.5176380902         1.23e-32            
963        1.9318516526         0.5176380902         1.23e-32            
964        1.9318516526         0.5176380902         1.23e-32            
965        1.9318516526         0.5176380902         1.23e-32            
966        1.9318516526         0.5176380902         1.23e-32            
967        1.9318516526         0.5176380902         1.23e-32            
968        1.9318516526         0.5176380902         1.23e-32            
969        1.9318516526         0.5176380902         1.23e-32            
970        1.9318516526         0.5176380902         1.23e-32            
971        1.9318516526         0.5176380902         1.23e-32            
972        1.9318516526         0.5176380902         1.23e-32            
973        1.9318516526         0.5176380902         1.23e-32            
974        1.9318516526         0.5176380902         1.23e-32            
975        1.9318516526         0.5176380902         1.23e-32            
976        1.9318516526         0.5176380902         1.23e-32            
977        1.9318516526         0.5176380902         1.23e-32            
978        1.9318516526         0.5176380902         1.23e-32            
979        1.9318516526         0.5176380902         1.23e-32            
980        1.9318516526         0.5176380902         1.23e-32            
981        1.9318516526         0.5176380902         1.23e-32            
982        1.9318516526         0.5176380902         1.23e-32            
983        1.9318516526         0.5176380902         1.23e-32            
984        1.9318516526         0.5176380902         1.23e-32            
985        1.9318516526         0.5176380902         1.23e-32            
986        1.9318516526         0.5176380902         1.23e-32            
987        1.9318516526         0.5176380902         1.23e-32            
988        1.9318516526         0.5176380902         1.23e-32            
989        1.9318516526         0.5176380902         1.23e-32            
990        1.9318516526         0.5176380902         1.23e-32            
991        1.9318516526         0.5176380902         1.23e-32            
992        1.9318516526         0.5176380902         1.23e-32            
993        1.9318516526         0.5176380902         1.23e-32            
994        1.9318516526         0.5176380902         1.23e-32            
995        1.9318516526         0.5176380902         1.23e-32            
996        1.9318516526         0.5176380902         1.23e-32            
997        1.9318516526         0.5176380902         1.23e-32            
998        1.9318516526         0.5176380902         1.23e-32            
999        1.9318516526         0.5176380902         1.23e-32            
1000       1.9318516526         0.5176380902         1.23e-32            
1001       1.9318516526         0.5176380902         1.23e-32            
1002       1.9318516526         0.5176380902         1.23e-32            
1003       1.9318516526         0.5176380902         1.23e-32            
1004       1.9318516526         0.5176380902         1.23e-32            
1005       1.9318516526         0.5176380902         1.23e-32            
1006       1.9318516526         0.5176380902         1.23e-32            
1007       1.9318516526         0.5176380902         1.23e-32            
1008       1.9318516526         0.5176380902         1.23e-32            
1009       1.9318516526         0.5176380902         1.23e-32            
1010       1.9318516526         0.5176380902         1.23e-32            
1011       1.9318516526         0.5176380902         1.23e-32            
1012       1.9318516526         0.5176380902         1.23e-32            
1013       1.9318516526         0.5176380902         1.23e-32            
1014       1.9318516526         0.5176380902         1.23e-32            
1015       1.9318516526         0.5176380902         1.23e-32            
1016       1.9318516526         0.5176380902         1.23e-32            
1017       1.9318516526         0.5176380902         1.23e-32            
1018       1.9318516526         0.5176380902         1.23e-32            
1019       1.9318516526         0.5176380902         1.23e-32            
1020       1.9318516526         0.5176380902         1.23e-32            
1021       1.9318516526         0.5176380902         1.23e-32            
1022       1.9318516526         0.5176380902         1.23e-32            
1023       1.9318516526         0.5176380902         1.23e-32            
1024       1.9318516526         0.5176380902         1.23e-32            
1025       1.9318516526         0.5176380902         1.23e-32            
1026       1.9318516526         0.5176380902         1.23e-32            
1027       1.9318516526         0.5176380902         1.23e-32            
1028       1.9318516526         0.5176380902         1.23e-32            
1029       1.9318516526         0.5176380902         1.23e-32            
1030       1.9318516526         0.5176380902         1.23e-32            
1031       1.9318516526         0.5176380902         1.23e-32            
1032       1.9318516526         0.5176380902         1.23e-32            
1033       1.9318516526         0.5176380902         1.23e-32            
1034       1.9318516526         0.5176380902         1.23e-32            
1035       1.9318516526         0.5176380902         1.23e-32            
1036       1.9318516526         0.5176380902         1.23e-32            
1037       1.9318516526         0.5176380902         1.23e-32            
1038       1.9318516526         0.5176380902         1.23e-32            
1039       1.9318516526         0.5176380902         1.23e-32            
1040       1.9318516526         0.5176380902         1.23e-32            
1041       1.9318516526         0.5176380902         1.23e-32            
1042       1.9318516526         0.5176380902         1.23e-32            
1043       1.9318516526         0.5176380902         1.23e-32            
1044       1.9318516526         0.5176380902         1.23e-32            
1045       1.9318516526         0.5176380902         1.23e-32            
1046       1.9318516526         0.5176380902         1.23e-32            
1047       1.9318516526         0.5176380902         1.23e-32            
1048       1.9318516526         0.5176380902         1.23e-32            
1049       1.9318516526         0.5176380902         1.23e-32            
1050       1.9318516526         0.5176380902         1.23e-32            
1051       1.9318516526         0.5176380902         1.23e-32            
1052       1.9318516526         0.5176380902         1.23e-32            
1053       1.9318516526         0.5176380902         1.23e-32            
1054       1.9318516526         0.5176380902         1.23e-32            
1055       1.9318516526         0.5176380902         1.23e-32            
1056       1.9318516526         0.5176380902         1.23e-32            
1057       1.9318516526         0.5176380902         1.23e-32            
1058       1.9318516526         0.5176380902         1.23e-32            
1059       1.9318516526         0.5176380902         1.23e-32            
1060       1.9318516526         0.5176380902         1.23e-32            
1061       1.9318516526         0.5176380902         1.23e-32            
1062       1.9318516526         0.5176380902         1.23e-32            
1063       1.9318516526         0.5176380902         1.23e-32            
1064       1.9318516526         0.5176380902         1.23e-32            
1065       1.9318516526         0.5176380902         1.23e-32            
1066       1.9318516526         0.5176380902         1.23e-32            
1067       1.9318516526         0.5176380902         1.23e-32            
1068       1.9318516526         0.5176380902         1.23e-32            
1069       1.9318516526         0.5176380902         1.23e-32            
1070       1.9318516526         0.5176380902         1.23e-32            
1071       1.9318516526         0.5176380902         1.23e-32            
1072       1.9318516526         0.5176380902         1.23e-32            
1073       1.9318516526         0.5176380902         1.23e-32            
1074       1.9318516526         0.5176380902         1.23e-32            
1075       1.9318516526         0.5176380902         1.23e-32            
1076       1.9318516526         0.5176380902         1.23e-32            
1077       1.9318516526         0.5176380902         1.23e-32            
1078       1.9318516526         0.5176380902         1.23e-32            
1079       1.9318516526         0.5176380902         1.23e-32            
1080       1.9318516526         0.5176380902         1.23e-32            
1081       1.9318516526         0.5176380902         1.23e-32            
1082       1.9318516526         0.5176380902         1.23e-32            
1083       1.9318516526         0.5176380902         1.23e-32            
1084       1.9318516526         0.5176380902         1.23e-32            
1085       1.9318516526         0.5176380902         1.23e-32            
1086       1.9318516526         0.5176380902         1.23e-32            
1087       1.9318516526         0.5176380902         1.23e-32            
1088       1.9318516526         0.5176380902         1.23e-32            
1089       1.9318516526         0.5176380902         1.23e-32            
1090       1.9318516526         0.5176380902         1.23e-32            
1091       1.9318516526         0.5176380902         1.23e-32            
1092       1.9318516526         0.5176380902         1.23e-32            
1093       1.9318516526         0.5176380902         1.23e-32            
1094       1.9318516526         0.5176380902         1.23e-32            
1095       1.9318516526         0.5176380902         1.23e-32            
1096       1.9318516526         0.5176380902         1.23e-32            
1097       1.9318516526         0.5176380902         1.23e-32            
1098       1.9318516526         0.5176380902         1.23e-32            
1099       1.9318516526         0.5176380902         1.23e-32            
1100       1.9318516526         0.5176380902         1.23e-32            
1101       1.9318516526         0.5176380902         1.23e-32            
1102       1.9318516526         0.5176380902         1.23e-32            
1103       1.9318516526         0.5176380902         1.23e-32            
1104       1.9318516526         0.5176380902         1.23e-32            
1105       1.9318516526         0.5176380902         1.23e-32            
1106       1.9318516526         0.5176380902         1.23e-32            
1107       1.9318516526         0.5176380902         1.23e-32            
1108       1.9318516526         0.5176380902         1.23e-32            
1109       1.9318516526         0.5176380902         1.23e-32            
1110       1.9318516526         0.5176380902         1.23e-32            
1111       1.9318516526         0.5176380902         1.23e-32            
1112       1.9318516526         0.5176380902         1.23e-32            
1113       1.9318516526         0.5176380902         1.23e-32            
1114       1.9318516526         0.5176380902         1.23e-32            
1115       1.9318516526         0.5176380902         1.23e-32            
1116       1.9318516526         0.5176380902         1.23e-32            
1117       1.9318516526         0.5176380902         1.23e-32            
1118       1.9318516526         0.5176380902         1.23e-32            
1119       1.9318516526         0.5176380902         1.23e-32            
1120       1.9318516526         0.5176380902         1.23e-32            
1121       1.9318516526         0.5176380902         1.23e-32            
1122       1.9318516526         0.5176380902         1.23e-32            
1123       1.9318516526         0.5176380902         1.23e-32            
1124       1.9318516526         0.5176380902         1.23e-32            
1125       1.9318516526         0.5176380902         1.23e-32            
1126       1.9318516526         0.5176380902         1.23e-32            
1127       1.9318516526         0.5176380902         1.23e-32            
1128       1.9318516526         0.5176380902         1.23e-32            
1129       1.9318516526         0.5176380902         1.23e-32            
1130       1.9318516526         0.5176380902         1.23e-32            
1131       1.9318516526         0.5176380902         1.23e-32            
1132       1.9318516526         0.5176380902         1.23e-32            
1133       1.9318516526         0.5176380902         1.23e-32            
1134       1.9318516526         0.5176380902         1.23e-32            
1135       1.9318516526         0.5176380902         1.23e-32            
1136       1.9318516526         0.5176380902         1.23e-32            
1137       1.9318516526         0.5176380902         1.23e-32            
1138       1.9318516526         0.5176380902         1.23e-32            
1139       1.9318516526         0.5176380902         1.23e-32            
1140       1.9318516526         0.5176380902         1.23e-32            
1141       1.9318516526         0.5176380902         1.23e-32            
1142       1.9318516526         0.5176380902         1.23e-32            
1143       1.9318516526         0.5176380902         1.23e-32            
1144       1.9318516526         0.5176380902         1.23e-32            
1145       1.9318516526         0.5176380902         1.23e-32            
1146       1.9318516526         0.5176380902         1.23e-32            
1147       1.9318516526         0.5176380902         1.23e-32            
1148       1.9318516526         0.5176380902         1.23e-32            
1149       1.9318516526         0.5176380902         1.23e-32            
1150       1.9318516526         0.5176380902         1.23e-32            
1151       1.9318516526         0.5176380902         1.23e-32            
1152       1.9318516526         0.5176380902         1.23e-32            
1153       1.9318516526         0.5176380902         1.23e-32            
1154       1.9318516526         0.5176380902         1.23e-32            
1155       1.9318516526         0.5176380902         1.23e-32            
1156       1.9318516526         0.5176380902         1.23e-32            
1157       1.9318516526         0.5176380902         1.23e-32            
1158       1.9318516526         0.5176380902         1.23e-32            
1159       1.9318516526         0.5176380902         1.23e-32            
1160       1.9318516526         0.5176380902         1.23e-32            
1161       1.9318516526         0.5176380902         1.23e-32            
1162       1.9318516526         0.5176380902         1.23e-32            
1163       1.9318516526         0.5176380902         1.23e-32            
1164       1.9318516526         0.5176380902         1.23e-32            
1165       1.9318516526         0.5176380902         1.23e-32            
1166       1.9318516526         0.5176380902         1.23e-32            
1167       1.9318516526         0.5176380902         1.23e-32            
1168       1.9318516526         0.5176380902         1.23e-32            
1169       1.9318516526         0.5176380902         1.23e-32            
1170       1.9318516526         0.5176380902         1.23e-32            
1171       1.9318516526         0.5176380902         1.23e-32            
1172       1.9318516526         0.5176380902         1.23e-32            
1173       1.9318516526         0.5176380902         1.23e-32            
1174       1.9318516526         0.5176380902         1.23e-32            
1175       1.9318516526         0.5176380902         1.23e-32            
1176       1.9318516526         0.5176380902         1.23e-32            
1177       1.9318516526         0.5176380902         1.23e-32            
1178       1.9318516526         0.5176380902         1.23e-32            
1179       1.9318516526         0.5176380902         1.23e-32            
1180       1.9318516526         0.5176380902         1.23e-32            
1181       1.9318516526         0.5176380902         1.23e-32            
1182       1.9318516526         0.5176380902         1.23e-32            
1183       1.9318516526         0.5176380902         1.23e-32            
1184       1.9318516526         0.5176380902         1.23e-32            
1185       1.9318516526         0.5176380902         1.23e-32            
1186       1.9318516526         0.5176380902         1.23e-32            
1187       1.9318516526         0.5176380902         1.23e-32            
1188       1.9318516526         0.5176380902         1.23e-32            
1189       1.9318516526         0.5176380902         1.23e-32            
1190       1.9318516526         0.5176380902         1.23e-32            
1191       1.9318516526         0.5176380902         1.23e-32            
1192       1.9318516526         0.5176380902         1.23e-32            
1193       1.9318516526         0.5176380902         1.23e-32            
1194       1.9318516526         0.5176380902         1.23e-32            
1195       1.9318516526         0.5176380902         1.23e-32            
1196       1.9318516526         0.5176380902         1.23e-32            
1197       1.9318516526         0.5176380902         1.23e-32            
1198       1.9318516526         0.5176380902         1.23e-32            
1199       1.9318516526         0.5176380902         1.23e-32            
1200       1.9318516526         0.5176380902         1.23e-32            
1201       1.9318516526         0.5176380902         1.23e-32            
1202       1.9318516526         0.5176380902         1.23e-32            
1203       1.9318516526         0.5176380902         1.23e-32            
1204       1.9318516526         0.5176380902         1.23e-32            
1205       1.9318516526         0.5176380902         1.23e-32            
1206       1.9318516526         0.5176380902         1.23e-32            
1207       1.9318516526         0.5176380902         1.23e-32            
1208       1.9318516526         0.5176380902         1.23e-32            
1209       1.9318516526         0.5176380902         1.23e-32            
1210       1.9318516526         0.5176380902         1.23e-32            
1211       1.9318516526         0.5176380902         1.23e-32            
1212       1.9318516526         0.5176380902         1.23e-32            
1213       1.9318516526         0.5176380902         1.23e-32            
1214       1.9318516526         0.5176380902         1.23e-32            
1215       1.9318516526         0.5176380902         1.23e-32            
1216       1.9318516526         0.5176380902         1.23e-32            
1217       1.9318516526         0.5176380902         1.23e-32            
1218       1.9318516526         0.5176380902         1.23e-32            
1219       1.9318516526         0.5176380902         1.23e-32            
1220       1.9318516526         0.5176380902         1.23e-32            
1221       1.9318516526         0.5176380902         1.23e-32            
1222       1.9318516526         0.5176380902         1.23e-32            
1223       1.9318516526         0.5176380902         1.23e-32            
1224       1.9318516526         0.5176380902         1.23e-32            
1225       1.9318516526         0.5176380902         1.23e-32            
1226       1.9318516526         0.5176380902         1.23e-32            
1227       1.9318516526         0.5176380902         1.23e-32            
1228       1.9318516526         0.5176380902         1.23e-32            
1229       1.9318516526         0.5176380902         1.23e-32            
1230       1.9318516526         0.5176380902         1.23e-32            
1231       1.9318516526         0.5176380902         1.23e-32            
1232       1.9318516526         0.5176380902         1.23e-32            
1233       1.9318516526         0.5176380902         1.23e-32            
1234       1.9318516526         0.5176380902         1.23e-32            
1235       1.9318516526         0.5176380902         1.23e-32            
1236       1.9318516526         0.5176380902         1.23e-32            
1237       1.9318516526         0.5176380902         1.23e-32            
1238       1.9318516526         0.5176380902         1.23e-32            
1239       1.9318516526         0.5176380902         1.23e-32            
1240       1.9318516526         0.5176380902         1.23e-32            
1241       1.9318516526         0.5176380902         1.23e-32            
1242       1.9318516526         0.5176380902         1.23e-32            
1243       1.9318516526         0.5176380902         1.23e-32            
1244       1.9318516526         0.5176380902         1.23e-32            
1245       1.9318516526         0.5176380902         1.23e-32            
1246       1.9318516526         0.5176380902         1.23e-32            
1247       1.9318516526         0.5176380902         1.23e-32            
1248       1.9318516526         0.5176380902         1.23e-32            
1249       1.9318516526         0.5176380902         1.23e-32            
1250       1.9318516526         0.5176380902         1.23e-32            
1251       1.9318516526         0.5176380902         1.23e-32            
1252       1.9318516526         0.5176380902         1.23e-32            
1253       1.9318516526         0.5176380902         1.23e-32            
1254       1.9318516526         0.5176380902         1.23e-32            
1255       1.9318516526         0.5176380902         1.23e-32            
1256       1.9318516526         0.5176380902         1.23e-32            
1257       1.9318516526         0.5176380902         1.23e-32            
1258       1.9318516526         0.5176380902         1.23e-32            
1259       1.9318516526         0.5176380902         1.23e-32            
1260       1.9318516526         0.5176380902         1.23e-32            
1261       1.9318516526         0.5176380902         1.23e-32            
1262       1.9318516526         0.5176380902         1.23e-32            
1263       1.9318516526         0.5176380902         1.23e-32            
1264       1.9318516526         0.5176380902         1.23e-32            
1265       1.9318516526         0.5176380902         1.23e-32            
1266       1.9318516526         0.5176380902         1.23e-32            
1267       1.9318516526         0.5176380902         1.23e-32            
1268       1.9318516526         0.5176380902         1.23e-32            
1269       1.9318516526         0.5176380902         1.23e-32            
1270       1.9318516526         0.5176380902         1.23e-32            
1271       1.9318516526         0.5176380902         1.23e-32            
1272       1.9318516526         0.5176380902         1.23e-32            
1273       1.9318516526         0.5176380902         1.23e-32            
1274       1.9318516526         0.5176380902         1.23e-32            
1275       1.9318516526         0.5176380902         1.23e-32            
1276       1.9318516526         0.5176380902         1.23e-32            
1277       1.9318516526         0.5176380902         1.23e-32            
1278       1.9318516526         0.5176380902         1.23e-32            
1279       1.9318516526         0.5176380902         1.23e-32            
1280       1.9318516526         0.5176380902         1.23e-32            
1281       1.9318516526         0.5176380902         1.23e-32            
1282       1.9318516526         0.5176380902         1.23e-32            
1283       1.9318516526         0.5176380902         1.23e-32            
1284       1.9318516526         0.5176380902         1.23e-32            
1285       1.9318516526         0.5176380902         1.23e-32            
1286       1.9318516526         0.5176380902         1.23e-32            
1287       1.9318516526         0.5176380902         1.23e-32            
1288       1.9318516526         0.5176380902         1.23e-32            
1289       1.9318516526         0.5176380902         1.23e-32            
1290       1.9318516526         0.5176380902         1.23e-32            
1291       1.9318516526         0.5176380902         1.23e-32            
1292       1.9318516526         0.5176380902         1.23e-32            
1293       1.9318516526         0.5176380902         1.23e-32            
1294       1.9318516526         0.5176380902         1.23e-32            
1295       1.9318516526         0.5176380902         1.23e-32            
1296       1.9318516526         0.5176380902         1.23e-32            
1297       1.9318516526         0.5176380902         1.23e-32            
1298       1.9318516526         0.5176380902         1.23e-32            
1299       1.9318516526         0.5176380902         1.23e-32            
1300       1.9318516526         0.5176380902         1.23e-32            
1301       1.9318516526         0.5176380902         1.23e-32            
1302       1.9318516526         0.5176380902         1.23e-32            
1303       1.9318516526         0.5176380902         1.23e-32            
1304       1.9318516526         0.5176380902         1.23e-32            
1305       1.9318516526         0.5176380902         1.23e-32            
1306       1.9318516526         0.5176380902         1.23e-32            
1307       1.9318516526         0.5176380902         1.23e-32            
1308       1.9318516526         0.5176380902         1.23e-32            
1309       1.9318516526         0.5176380902         1.23e-32            
1310       1.9318516526         0.5176380902         1.23e-32            
1311       1.9318516526         0.5176380902         1.23e-32            
1312       1.9318516526         0.5176380902         1.23e-32            
1313       1.9318516526         0.5176380902         1.23e-32            
1314       1.9318516526         0.5176380902         1.23e-32            
1315       1.9318516526         0.5176380902         1.23e-32            
1316       1.9318516526         0.5176380902         1.23e-32            
1317       1.9318516526         0.5176380902         1.23e-32            
1318       1.9318516526         0.5176380902         1.23e-32            
1319       1.9318516526         0.5176380902         1.23e-32            
1320       1.9318516526         0.5176380902         1.23e-32            
1321       1.9318516526         0.5176380902         1.23e-32            
1322       1.9318516526         0.5176380902         1.23e-32            
1323       1.9318516526         0.5176380902         1.23e-32            
1324       1.9318516526         0.5176380902         1.23e-32            
1325       1.9318516526         0.5176380902         1.23e-32            
1326       1.9318516526         0.5176380902         1.23e-32            
1327       1.9318516526         0.5176380902         1.23e-32            
1328       1.9318516526         0.5176380902         1.23e-32            
1329       1.9318516526         0.5176380902         1.23e-32            
1330       1.9318516526         0.5176380902         1.23e-32            
1331       1.9318516526         0.5176380902         1.23e-32            
1332       1.9318516526         0.5176380902         1.23e-32            
1333       1.9318516526         0.5176380902         1.23e-32            
1334       1.9318516526         0.5176380902         1.23e-32            
1335       1.9318516526         0.5176380902         1.23e-32            
1336       1.9318516526         0.5176380902         1.23e-32            
1337       1.9318516526         0.5176380902         1.23e-32            
1338       1.9318516526         0.5176380902         1.23e-32            
1339       1.9318516526         0.5176380902         1.23e-32            
1340       1.9318516526         0.5176380902         1.23e-32            
1341       1.9318516526         0.5176380902         1.23e-32            
1342       1.9318516526         0.5176380902         1.23e-32            
1343       1.9318516526         0.5176380902         1.23e-32            
1344       1.9318516526         0.5176380902         1.23e-32            
1345       1.9318516526         0.5176380902         1.23e-32            
1346       1.9318516526         0.5176380902         1.23e-32            
1347       1.9318516526         0.5176380902         1.23e-32            
1348       1.9318516526         0.5176380902         1.23e-32            
1349       1.9318516526         0.5176380902         1.23e-32            
1350       1.9318516526         0.5176380902         1.23e-32            
1351       1.9318516526         0.5176380902         1.23e-32            
1352       1.9318516526         0.5176380902         1.23e-32            
1353       1.9318516526         0.5176380902         1.23e-32            
1354       1.9318516526         0.5176380902         1.23e-32            
1355       1.9318516526         0.5176380902         1.23e-32            
1356       1.9318516526         0.5176380902         1.23e-32            
1357       1.9318516526         0.5176380902         1.23e-32            
1358       1.9318516526         0.5176380902         1.23e-32            
1359       1.9318516526         0.5176380902         1.23e-32            
1360       1.9318516526         0.5176380902         1.23e-32            
1361       1.9318516526         0.5176380902         1.23e-32            
1362       1.9318516526         0.5176380902         1.23e-32            
1363       1.9318516526         0.5176380902         1.23e-32            
1364       1.9318516526         0.5176380902         1.23e-32            
1365       1.9318516526         0.5176380902         1.23e-32            
1366       1.9318516526         0.5176380902         1.23e-32            
1367       1.9318516526         0.5176380902         1.23e-32            
1368       1.9318516526         0.5176380902         1.23e-32            
1369       1.9318516526         0.5176380902         1.23e-32            
1370       1.9318516526         0.5176380902         1.23e-32            
1371       1.9318516526         0.5176380902         1.23e-32            
1372       1.9318516526         0.5176380902         1.23e-32            
1373       1.9318516526         0.5176380902         1.23e-32            
1374       1.9318516526         0.5176380902         1.23e-32            
1375       1.9318516526         0.5176380902         1.23e-32            
1376       1.9318516526         0.5176380902         1.23e-32            
1377       1.9318516526         0.5176380902         1.23e-32            
1378       1.9318516526         0.5176380902         1.23e-32            
1379       1.9318516526         0.5176380902         1.23e-32            
1380       1.9318516526         0.5176380902         1.23e-32            
1381       1.9318516526         0.5176380902         1.23e-32            
1382       1.9318516526         0.5176380902         1.23e-32            
1383       1.9318516526         0.5176380902         1.23e-32            
1384       1.9318516526         0.5176380902         1.23e-32            
1385       1.9318516526         0.5176380902         1.23e-32            
1386       1.9318516526         0.5176380902         1.23e-32            
1387       1.9318516526         0.5176380902         1.23e-32            
1388       1.9318516526         0.5176380902         1.23e-32            
1389       1.9318516526         0.5176380902         1.23e-32            
1390       1.9318516526         0.5176380902         1.23e-32            
1391       1.9318516526         0.5176380902         1.23e-32            
1392       1.9318516526         0.5176380902         1.23e-32            
1393       1.9318516526         0.5176380902         1.23e-32            
1394       1.9318516526         0.5176380902         1.23e-32            
1395       1.9318516526         0.5176380902         1.23e-32            
1396       1.9318516526         0.5176380902         1.23e-32            
1397       1.9318516526         0.5176380902         1.23e-32            
1398       1.9318516526         0.5176380902         1.23e-32            
